1065,44,3915,3923,3249,4219,3795,1563,4275,4072,4082,1822,2782,552,3939,1211,54,338,1046,3052,564,1702,521,2151,844,3846,1131,3497,1409,249,1408,950,1211,54,1148,1508,3548,1027,1211,1702,2071,3299,375,3769,1687,1402,3188,950,2958,3359,1875,1673,1969,3188,1439,950,1916,218,1148,273,273,1338,532,820,3175,1477,1702,2447,2043,3094,2358,1785,1322,1517,3548,224,2569,1423,4367,1967,1563,2582,2358,2261,1393,911,2872,3900,3548,1702,2823,2251,911,883,2398,3548,3188,2582,2782,3915,3923,3249,4219,3795,1563,1323,2531,4082,4150,69,3548,1148,2261,1393,911,3299,2872,3900,1702,2823,2251,911,904,1101,883,2110,2752,1148,802,3548,177,3497,3188,3052,2642,1148,2450,2450,2358	0
1321,1216,1454,2104,1988,2434,2455,555,1321,2407,950,19,1805,1702,256,1967,4026,2489,4347,3497,981,771,3957,1875,2233,3821,200,2407,379,3902,1131,3201,1702,1321,1216,4396,3497,981,772,1835,200,3902,2790,4347,3305,3201,1995,1995	1
707,3704,2658,1242,3704,2696,707,3704,175,2730,1370,175,2730,4158,4364,4364,1701,1517,1988,3539,378,2104,3736,3539,1995,2950,3341,3539,3369,3561,707,2081,79,79,4326,3327,3539,1995,2836,3454,1325,829,4240,2398,1433,1995,2151,2876,2134,2825,3341,229,1546,34,1995,1675,1675,1995,728,2045,2045,1517,1995,3954,19,2990,3704,2658,1625,891,1242,2501,4317,1861,1861,3146,1625,3595,3595,1861,1147,3587,482,3595,477,1471,1861,2060,1830,737,3798	1
3299,820,2991,2251,544,3693,2782,872,1775,1702,1508,4136,1005,224,3497,52,2827,3309,950,1875,1622,197,3299,820,2991,3821,139,3693,2782,63,273,1702,1508,4136,1005,224,3497,52,1329,3405,950,44,2605,197,3299,820,2991,2969,1966,411,2442,3112,2808,2582,1702,1508,4136,1005,224,3497,2988,3299,1517,2824,950,3518,4136,197,3299,820,2991,3299,4375,229,1688,2369,981,1775,1702,1508,4136,1005,224,3497,2988,2277,2582,3047,3397,950,4128,229,2924,2924,2192,2508,3497,359,2256,1832,2571,2356,2711,4150,4289	1
4267,3425,2460,224,3566,4269,1131,3408,4221,2134,3182,4117,2918,4223,3792,1395,1242,1242,1988,1831,3305,2066,1538,4186,1530,2294,4128,1702,4147,1775,2658,3704,1942,3902,3188,4329,2730,3041,2923,582,4150,950,4329,3756,1981,3449,3305,1131,1702,3497,1058,4186,379,911,2358,4177,4056,4179,3188,1981,3369,273,3305,4179,3188,1027,224,2991,1687,4150,4329,3305,3112,3259,1131,3163,2358,2358,2358,2358,4221,2469,4351,4117	0
1251,950,215,4381,3584,1066,1702,2823,2251,904,883,2110,2358,1995,3902,3282,4125,820,1211,54,950,817,3806,1702,2950,2376,3299,3066,1995,1148,2261,1393,3007,3561,2469,2356,2636,2782,1455,1408,54,2605,950,2376,817,3806,1969,4286,2605,1702,2741,190,439,2256,2043,464,1148,1981,52,1408,3869,950,54,2605,3131,817,3806,1148,1995,1875,1673,1988,1486,2928,2490,3061,1687,3645,3795,4311,1418,3241,4035,3958,2990,3536,2360,1782,2520,1211,2694,1702,1995,440,3492,1988,1925,707,2696,1242,249,3704,1702,3282,2990,1988,1814,193,2658,3742,143,707,1242,891,143,2658,3742,3704,143,1148,516,883,1285,1995,1702,3043,2282,3007,950,1801,2752,528,1164,4209,452,1832,3112,54,2605,177,3497,52,3023,3444,4144,2055,3915,950,2496,273,1148	0
3175,2066,1538,4047,3497,4111,3641,229,2256,224,3112,550,1211,3365,1708,950,2370,2370,1198,941,1702,373,4223,2093,685,2172,1995,1492,2565,1969,4223,2093,2436,4071,1995,2936,1687,3112,550,1211,3365,1708,1198,941,4279,3814,2648,1702,1736,521,3164,1801,273,950,2307,4258,1148,2493,2450,2436,4071,4047,3497,19,4033,2567,2782,1131,550,1211,3365,1708,2370,2370,950,658,4241,1622,1124,1702,3902,3111,2093,1492,2565,1969,2436,4071,2468,1093,1131,1198,941,1164,1702,3902,3043,2991,1370,1775,883,639,128,4000,1285,3497,2752,1702,3249,341,4179,3188,3104,2940,1148,524,550,1211,3365,1708,904,2953,950,2307,4258,4347,2140,3716,2782,1318,2658,3742,1408,1702,4265,524,1161,3497,2582,2307,4258,1148	1
3164,1801,273,4373,2222,3188,557,3915,2110,3322,3337,2110,3641,4111,562,3540,19,4033,305,2356,582,918,3298,479,3908,3299,2282,2364,582,1702,2622,1508,224,3497,1888,4244,3657,3607,639,19,373,3657,4290,1481,950,54,2605,3337,453,3390,3215,1702,2055,1378,1899,19,1701,4275,1702,3188,557,3915,1189,1336,479,3908,305,2356,582,918,3298,1448,2567,2083,4150,3657,912,910,2996,3322,4033,2567,2782,1702,3041,2110,294,914,3454,817,3806,294,1028,1136,1702,2582,3744,2605,3299,1322,1477,1853,1702,3052,564,2340,2629,894,4148,1345,2158,1702,2489,3180,3987,4074,516,4179,3188,582,918,1323,2713,2151,201,3003,140,3693,3405,54,2605,1995,2356,1211,54,950,516,883,2110,2358	0
1492,215,4381,917,1420,1461,4179,1041,1916,728,2062,3175,4150,1702,3548,177,950,2420,2078,4241,1983,594,273,2356,2658,2658,52,2045,1517,950,707,3704,3704,3704,1211,19,950,3550,337,2364,582,1702,555,1482,2388,2389,2582,2025,4265,3978,2582,197,3353,1663,2582,2025,2043,464,3657,1420,1461,4179,2936,1875,853,1272,1256,525,2609,524,2062,2297,2420,2078,4241,1983,950,3550,337,3353,1663,197,2950,2179,1249,3616,853,1272,891,3547,894,880,2592,2991,3248,375,2377,856,2659,69,411,3175,2062,2297,3353,1663,3907,582,197,4000,452,2377,856,612,674,2062,2297,4241,1983,3907,582,2782,4351,774,1256,525,2609,798,19,4265,2696,4151,197,3902,177,2388,2389,1886,2795,4074,1290,2658,249,2489,2924	1
2056,717,377,965,3923,3065,917,3742,910,1888,1482,2752,3188,1880,4213,2429,1532,2028,2769,2066,3249,1309,3225,2785,2785,2990,2953,1843,1995,3539,965,3923,3065,3539,1702,3877,4324,3753,273,1702,2132,1888,2752,1049,700,229,294,535,4325,3555,3525,2717,2083,1702,1880,4213,2947,620,1995,3742,1995,910,1488,1517,4369,2429,1702,566,2871,2134,3182,1370,939,1702,3539,1880,1532,1532,3539,1995,3497,2361,3756,1409,1148,273,4036,1323,4102,1702,1067,2356,3932,1702,1785,2356,1157,2358,1995	0
4329,4372,1051,1925,2270,2658,3704,44,950,676,1844,70,2501,888,3607,2761,1131,1051,2696,2270,707,2658,44,2501,1702,131,3607,2761,2083,1027,2356,676,1844,70,1051,2808,1175,1702,224,4136,4329,4372,70,4033,2110,3322,950,3641,229,1178,138,2083,4045,1843,2501,714,911,305,612,1576,950,1211,480,2178,1706,4074,224,200,2622,2595,3987,820,341,2782,950,3607,1393,3337,453,869,4329,4353,4144,2982,4152,2569,828,3201,2460,3299,4347,802,911,2591,2591,3051,2729,4144,2307,3091,1148,594,52,2582,2460,2356,1261,1189,2455,3756,2340,3540,950,3709,4095,1702,714,1785,820,911,1494,2195,1131,4144,2872,3981,1131,1148,3299,4347,3112,911,200,3299,1899,3218,3201,1148,4147,2531,1148	1
4267,3489,2420,1988,2098,1281,2582,3607,4400,2826,1128,2073,452,555,1569,612,3226,4209,1902,2918,4035,3819,3896,2056,25,1803,1701,2028,3099,3145,1988,1173,1167,2098,1281,411,1983,1702,1164,4290,3512,2605,820,2020,3607,4400,2256,140,3964,224,1687,1402,1128,2605,950,4297,2582,1702,2867,3657,1831,273,1702,2826,1128,2605,4125,820,3497,4179,59,1247,1148,1981,2256,1463,3271,2447,1066,2582,4179,2173,642,465,3027,4231,797,1702,2189,452,4152,2700,464,1804,1420,3627,941,1148,2261,1393,2071,3657,555,25,1803,1804,2990,3932,888,950,1563,2151,1775,1067,2356,4152,2700,1702,1005,4269,555,1569,612,3226,2256,4347,4,541,1148,4317,1861,1861,3146,1625,3595,3595,1861,1147,3587,482,3595,3186,3172,1533,2061,1986,4348	1
2220,2824,1426,1879,1969,2531,1747,881,1395,370,916,1687,917,3704,249,2489,2181,4142,1920,677,1462,906,1439,1005,524,1879,2903,1462,4185,4027,1775,2083,1148,1148,1148,1831,2489,188,944,4096,4400,1148,1148,4074,944,3607,4400,2914,1870,1712,1148,1148,1426,1879,3112,370,916,3657,4148,1281,3455,1131,52,1995,3891,2151,1148,1027,2826,1131,3497,2856,1192,4266,950,3986,1148,1148,802,370,916,869,2782,3812,1675,1995,1675,1995,2867,2340,4136,3175,2914,1712,1148,1148,370,916,3112,1131,1426,1879,3497,1211,1885,1318,3164,1462,950,537,1148,1148,1981,3369,52,2582,820,3299,820,1981,4269,451,3429,1995,1148,1148,1148,3954,585,523,3186,1995,2260,1281,1005,814,3641,3305,3150	0
2056,3497,1785,3846,1131,1242,707,3097,2582,184,950,754,3846,945,3921,4335,1131,1702,2084,3449,224,3322,184,1702,4136,851,1293,3674,3163,2358,2028,1674,1674,472,273,2752,1922,3497,1785,2856,1272,754,3846,945,2110,521,3497,26,4179,1816,1702,851,2256,1813,2364,1439,2876,1702,3607,1393,2348,3084,1131,1702,2434,695,4244,177,3987,535,1600,582,950,19,1805,1702,2110,521,2856,945,950,2297,4230,3750,612,1,567,1702,1981,1785,3640,3640,3657,1981,1801,273,3750,612,2110,521,1131,1242,249,1409,2055,3627,1263,1702,2356,1242,707,1409,844,3846,1148,3912,2782,1137,2079,1702,3640,950,4297,2582,2403,3709,2582,378,1921,2781,393,3390,1477,54,2605,3070,147,1047,3390,125,87,1338,1148	0
4267,728,2045,1675,953,4271,250,3540,3322,4122,4095,1316,1569,2802,3770,1995,273,2152,2957,2388,2181,2333,2195,1329,2694,2918,4290,4213,3550,696,3182,2582,4144,1569,2388,2957,292,1702,3663,975,3391,3664,3170,1702,2256,614,3041,1569,3299,2416,944,3248,2098,333,2924,2924,1005,4269,953,4271,950,4095,1316,1569,2388,2389,120,2261,2149,866,3408,803,2629,2434,453,3299,1369,1514,2940,1702,1891,1782,273,2152,950,4095,1316,1569,2957,2388,3299,4013,3112,4095,2149,3497,26,4179,2565,1702,3497,1371,458,3087,3497,2752,953,4271,250,3540,3322,4122,950,2774,3256,4095,1316,1569,3163,1148,4317,1861,1861,3146,1625,3595,3595,1861,1147,3587,482,3595,3186,143,1471,1126,2081,1126	1
551,224,2143,950,215,4381,1702,524,218,2256,551,2805,2371,197,551,224,2143,950,215,4381,1702,3518,4136,2256,551,489,4218,197,551,224,2143,950,215,4381,1702,4231,4234,2192,2256,551,3299,3225,808,197,551,224,2143,950,215,4381,1702,911,582,4150,4234,2256,551,224,820,1488,911,197,551,224,2143,950,215,4381,1702,626,2876,1290,1131,2256,551,213,1381,197,551,224,2143,950,215,4381,1702,911,3497,2356,2655,3548,2256,551,57,3299,3058,2876,1875,1929,911,197,551,224,2143,950,215,4381,1702,3299,4231,34,19,3548,2020,1371,950,4047,3497,52,2582,2256,551,224,911,1148,883,3112,911,4290,1481,950,215,4381,1148	1
378,2591,1702,911,3755,224,2356,1066,982,3408	0
3299,820,524,3497,52,2582,1217,3405,1702,1508,4136,911,188,944,2356,3497,273,4347,2110,521,1702,524,3497,52,2582,3405,1702,19,4033,830,1131,1702,1005,52,2582,224,4347,1372,755,950,1702,453,2083,2991,1981,3497,359,3111,2340,224,1843,305,4120,2434,1702,2867,911,1687,1402,1702,1995,2291,341,2447,2043,2192,1148	1
4221,1689,4117,4223,566,2179,4021,3641,1242,1925,249,1995,4267,697,1802,1875,1209,24,950,128,1263,378,2917,1702,379,1131,2918,1995,4290,2098,2658,3704,214,863,1702,1824,379,1148,3548,4136,555,1281,3299,1832,1321,1879,3273,950,1455,1066,616,2582,2390,950,3166,2919,2531,555,1494,2195,674,1148,3548,500,582,1131,2489,772,950,3322,184,1148,516,409,3497,2752,1778,1454,1702,883,2110,1702,4128,1814,3497,2752,2450,1316,1148,3299,674,71,3163,3408,496,516,883,2110,2358	0
516,4179,3188,3497,3356,2808,2364,1844,198,1702,4179,3188,3497,1371,4136,2056,2529,2605,2028,3588,1128,4136,1188,1702,1178,1494,2195,2358,1995,2098,1281,2582,1249,950,2056,2471,429,1455,289,530,2028,3657,44,2595,1211,2660,2605,3588,1128,4136,1188,1148,1211,44,2595,1249,950,2056,2529,2605,2028,1242,2061,3987,944,249,2270,2658,707,44,3657,2098,1281,4179,3144,1775,4401,1148,2867,249,2270,2658,707,44,1009,224,1423,1538,4179,596,1006,3127,1381,44,1702,120,224,1281,2723,44,1148,1177,3838,1281,2293,2358,1995,3902,3657,1625,4317,1861,1861,3146,1625,3595,3595,1861,1147,3587,482,3595,477,737,601,3327,4326,2060,3587	0
4267,3299,1322,1517,911,2377,3299,2377,2358,2918,1988,2752,2876,950,1409,1315,2098,1702,2504,3356,2356,911,2581,612,950,2084,2694,2951,215,4381,1148,2658,1147,1756,1270,1995,707,1147,2152,1270,1995,1242,1147,2152,1363,1995,891,1147,378,1395,1995,249,1147,3033,1270,1995,1925,1147,1756,651,1995,2696,1147,378,3183,1995,3742,3815,1756,881,1995,143,1147,2152,3183,1995,2658,3704,1147,2152,881,1995,2658,2658,1147,378,4135,1995,2658,707,1147,1756,3183,1995,2658,1242,1147,378,651,1995,2658,891,1147,2152,651,1995,2658,249,1147,2152,3913,1995,2658,1925,1147,2152,3713,1995,2658,2696,1147,2152,485,1995,2658,3742,1147,1756,3913,1995,2658,143,1995,1147,1730,913,1995,707,3704,1147,3033,913,1995,707,2658,1147,3033,1619,1148	1
3902,3981,950,1785,2020,820,1981,2988,215,4381,1702,1067,2356,3178,2863,1247,950,853,3791,3180,4241,1702,3902,2356,1247,1131,2256,516,911,1477,1321,3405,913,4035,1702,3902,1067,1247,1131,3902,2256,1477,343,911,911,2256,3693,3902,1477,1321,913,4035,1702,3299,1272,750,224,3225,808,1981,3225,808,1005,1702,3902,177,2043,464,3299,1272,1271,809,1875,2071,2447,1066,2582,950,3194,218,1702,4100,1929,319,2192,3047,3397,950,2582,1702,4136,524,1622,1953,3298,2261,1885,3299,4347,883,4290,2256,1477,2398,1944,2808,2582,1981,814,3641,1995,1702,2043,464,3497,1371,1338,3497,1371,1178,2447,1066,489,4218,2752,4196,950,3641,1995,1702,3902,2020,820,1981,2988,215,4381,1148,1051,883,2501	1
